Date,open,low,high,close,next_open,volume,intraday_drop_pct,vol_ratio,open_to_close_pct,range_pos,overnight_ret,net_ret
2023-04-18,53.0,38.0,60.0,45.400001525878906,41.0,55975,28.30188679245283,,-14.339619762492632,0.3363637057217685,-0.09691632991181327,-0.10191632991181328
2023-04-19,41.0,37.599998474121094,42.599998474121094,40.0,41.400001525878906,10430,8.292686648485137,,-2.4390243902439024,0.48000030517578124,0.035000038146972653,0.030000038146972653
2023-04-20,41.400001525878906,35.2400016784668,45.0,44.400001525878906,44.79999923706055,22800,14.879226136166995,,7.246376544514659,0.9385247359318357,0.009008957149438354,0.004008957149438354
2023-04-21,44.79999923706055,42.20000076293945,48.79999923706055,48.0,44.0,19200,5.803568121425903,,7.142858967489158,0.8787879663612982,-0.08333333333333333,-0.08833333333333333
2023-04-24,44.0,41.0,46.0,44.0,48.599998474121094,8150,6.8181818181818175,,0.0,0.6,0.10454541986638849,0.09954541986638848
2023-04-25,48.599998474121094,43.79999923706055,48.599998474121094,46.20000076293945,47.599998474121094,18705,9.876541950132957,,-4.9382670504806905,0.5000003973643616,0.030302980261088776,0.025302980261088775
2023-04-26,47.599998474121094,42.0,47.599998474121094,42.0,48.599998474121094,6595,11.764703053857597,,-11.764703053857597,0.0,0.157142820812407,0.152142820812407
2023-04-27,48.599998474121094,41.20000076293945,48.599998474121094,41.599998474121094,43.0,10655,15.226333217113266,,-14.403292633285606,0.0540537614730922,0.03365388406804466,0.02865388406804466
2023-04-28,43.0,41.0,44.0,41.0,44.0,6055,4.651162790697675,,-4.651162790697675,0.0,0.07317073170731707,0.06817073170731706
2023-05-01,44.0,41.0,44.0,43.0,42.79999923706055,5770,6.8181818181818175,,-2.272727272727273,0.6666666666666666,-0.004651180533475654,-0.009651180533475655
2023-05-02,42.79999923706055,37.79999923706055,42.79999923706055,42.0,42.400001525878906,6870,11.682243198898231,,-1.8691571292548694,0.8400001525878906,0.009523845854259673,0.004523845854259673
2023-05-03,42.400001525878906,39.400001525878906,42.79999923706055,40.0,39.0,5215,7.075471443483193,,-5.66038075355743,0.17647025824395904,-0.025,-0.030000000000000002
2023-05-04,39.0,37.20000076293945,40.0,37.400001525878906,38.599998474121094,4755,4.615382659129608,,-4.102560190054087,0.07142886336976824,0.03208547859047146,0.027085478590471456
2023-05-05,38.599998474121094,37.400001525878906,41.0,40.599998474121094,40.20000076293945,10850,3.108800506939686,,5.1813473550805345,0.8888884179384096,-0.009852160744208003,-0.014852160744208004
2023-05-10,40.0,38.400001525878906,40.0,39.599998474121094,40.0,2340,3.9999961853027344,,-1.0000038146972656,0.7499988079059676,0.01010104902252232,0.00510104902252232
2023-05-11,40.0,36.79999923706055,40.0,36.79999923706055,39.20000076293945,9085,8.000001907348633,,-8.000001907348633,0.0,0.06521743412053967,0.06021743412053967
2023-05-12,39.20000076293945,37.599998474121094,41.20000076293945,40.20000076293945,41.79999923706055,10385,4.081638412443698,,2.5510203585134166,0.7222223988284648,0.039800956312322736,0.03480095631232274
2023-05-15,41.79999923706055,34.20000076293945,47.0,41.400001525878906,44.0,82425,18.181814863247205,5.423946303425131,-0.9569323408671173,0.562500093132263,0.06280189319548332,0.057801893195483324
2023-05-16,44.0,38.0,44.400001525878906,39.0,39.0,45770,13.636363636363635,3.116520554940846,-11.363636363636363,0.1562499627471059,0.0,-0.005
2023-05-17,39.0,34.400001525878906,39.400001525878906,35.0,35.599998474121094,19375,11.794867882361778,1.2802722436977567,-10.256410256410255,0.11999969482421875,0.017142813546316964,0.012142813546316963
2023-05-18,35.599998474121094,32.400001525878906,35.599998474121094,33.79999923706055,33.79999923706055,14280,8.988755857864374,0.9709331973482916,-5.056177848909265,0.4374997019764919,0.0,-0.005
2023-05-19,33.79999923706055,30.799999237060547,34.400001525878906,31.799999237060547,31.799999237060547,4845,8.87573984531515,0.3463249879375972,-5.917159896876767,0.27777760117153516,0.0,-0.005
2023-05-22,31.799999237060547,28.200000762939453,31.799999237060547,28.799999237060547,28.799999237060547,5915,11.320750190225041,0.42621415189508577,-9.433962490488748,0.16666631345380717,0.0,-0.005
2023-05-24,32.0,30.5,32.47999954223633,32.400001525878906,32.400001525878906,3425,4.6875,0.2629709964105419,1.250004768371582,0.9595969520947124,0.0,-0.005
2023-05-25,32.400001525878906,30.0,32.599998474121094,31.0,30.399999618530273,1555,7.4074117680579405,0.12371462099966188,-4.320992160326538,0.3846156103372488,-0.01935485101515247,-0.02435485101515247
2023-05-26,30.399999618530273,29.0,32.0,29.399999618530273,30.0,2675,4.605261960848532,0.2157214572286849,-3.289473725487982,0.1333332061767578,0.02040817650526626,0.015408176505266259
2023-05-30,30.0,28.079999923706055,30.399999618530273,28.600000381469727,28.0,1975,6.400000254313151,0.16174603824577208,-4.666665395100911,0.2241381578298316,-0.020979034037302804,-0.025979034037302805
2023-05-31,28.0,27.15999984741211,30.0,27.600000381469727,27.399999618530273,1530,3.000000544956752,0.12810315234227823,-1.428570066179548,0.15492975718915927,-0.007246404354172798,-0.012246404354172798
2023-06-02,29.0,27.399999618530273,29.0,28.979999542236328,28.799999237060547,1415,5.517242694723195,0.11986446421008047,-0.06896709573679957,0.9874997168780049,-0.0062111907528998875,-0.011211190752899888
2023-06-06,30.0,28.600000381469727,31.200000762939453,30.0,30.0,4790,4.666665395100911,0.4199820258214419,0.0,0.5384613127398399,0.0,-0.005
2023-06-07,30.0,28.0,30.0,28.200000762939453,28.799999237060547,3200,6.666666666666667,0.2813805231919103,-5.999997456868489,0.10000038146972656,0.021276541059871673,0.016276541059871672
2023-06-08,28.799999237060547,27.600000381469727,30.0,29.600000381469727,30.0,3250,4.166662803402551,0.28463829041863725,2.7777818250068513,0.8333334657881205,0.013513500451867638,0.008513500451867637
2023-06-09,30.0,28.0,30.0,28.399999618530273,27.799999237060547,2140,6.666666666666667,0.19330217013300816,-5.333334604899089,0.19999980926513672,-0.021126774279188427,-0.026126774279188428
2023-06-14,27.799999237060547,25.600000381469727,27.799999237060547,26.600000381469727,26.399999618530273,3860,7.913665165349978,0.8365389824998646,-4.316542764472763,0.4545456909937552,-0.0075188255665883,-0.012518825566588301
2023-06-15,26.399999618530273,23.299999237060547,26.899999618530273,25.0,24.0,6325,11.742425857058812,1.5965166908563135,-5.303028934695922,0.4722223841113637,-0.04,-0.045
2023-06-16,24.0,22.399999618530273,24.399999618530273,22.639999389648438,23.799999237060547,5165,6.66666825612386,1.473188819167142,-5.666669209798178,0.11999988555908203,0.051236743758150884,0.046236743758150886
2023-06-20,23.799999237060547,20.0,23.799999237060547,20.200000762939453,21.0,10570,15.966383860816757,2.7872634979233966,-15.12604449379687,0.05263179028797958,0.03960392113094816,0.034603921130948165
2023-06-21,21.0,18.799999237060547,21.0,19.5,19.799999237060547,2655,10.476194109235491,0.7315561066336019,-7.142857142857142,0.3181820546299138,0.015384576259515224,0.010384576259515225
2023-06-22,19.799999237060547,15.239999771118164,19.799999237060547,16.799999237060547,16.0,7115,23.030301220452714,1.8998664886515353,-15.151515735337833,0.3421051861066367,-0.047619004368509764,-0.05261900436850976
2023-06-26,18.399999618530273,17.799999237060547,23.200000762939453,19.0,19.200000762939453,23510,3.2608717060269834,4.687001594896332,3.2608717060269834,0.22222230071391333,0.010526355944181743,0.0055263559441817425
2023-06-28,23.0,21.200000762939453,34.779998779296875,29.399999618530273,30.799999237060547,85205,7.826083639393682,8.267514069474093,27.826085297957707,0.6038291644603874,0.04761903526175149,0.042619035261751495
2023-06-30,35.79999923706055,31.600000381469727,38.599998474121094,33.400001525878906,33.400001525878906,51670,11.731840628764417,3.17715058722253,-6.703904364045732,0.2571430906958146,0.0,-0.005
2023-07-03,33.400001525878906,29.0,33.400001525878906,30.399999618530273,30.399999618530273,15150,13.173656661272029,0.8938184928981253,-8.982041228423833,0.3181816211417385,0.0,-0.005
