Date,open,high,low,close,volume,ret,gap_pct,intraday_range,drop_from_open,rise_from_open,open_to_close,close_in_range,next_open,overnight_ret,vol_20d_avg,vol_ratio,month,year,dow,is_march,week_of_month
2024-03-25,2.059999942779541,2.059999942779541,1.8600000143051147,1.8799999952316284,30390,-0.04081634763179798,5.10203585134164,9.708734661641204,9.708734661641204,0.0,-8.73786177416297,0.09999994039533391,1.899999976158142,1.0638287753851585,87290.75,0.34814685404810936,3,2024,0,True,4
2024-03-26,1.899999976158142,1.899999976158142,1.7999999523162842,1.899999976158142,23500,0.01063828775385156,1.0638287753851585,5.263159215615413,5.263159215615413,0.0,0.0,1.0,1.8799999952316284,-1.0526305882884401,86550.25,0.27151856869275365,3,2024,1,True,4
2024-03-27,1.8799999952316284,1.9199999570846558,1.600000023841858,1.659999966621399,88820,-0.12631579607807708,-1.0526305882884401,17.021273088001884,14.893615537231566,2.127657550770317,-11.70212921107609,0.18749986030158466,1.6200000047683716,-2.4096363046584477,88291.5,1.0059858536778739,3,2024,2,True,4
2024-03-28,1.6200000047683716,1.7799999713897705,1.600000023841858,1.7000000476837158,50115,0.024096434859411042,-2.4096363046584477,11.111107840623067,1.2345667202249964,9.87654112039807,4.938274239498084,0.5555558498995662,1.8600000143051147,9.411762478442403,89036.75,0.5628574717742955,3,2024,3,True,4
2025-03-03,1.4199999570846558,1.4500000476837158,1.340000033378601,1.3799999952316284,266100,-0.014285700905079524,1.4285700905079517,7.746480114756574,5.633797614353404,2.112682500403171,-2.816898807176702,0.3636359695561189,1.309999942779541,-5.0724675865189495,644910.0,0.4126157138205331,3,2025,0,True,1
2025-03-04,1.309999942779541,1.3200000524520874,1.059999942779541,1.2300000190734863,438600,-0.10869563527278503,-5.0724675865189495,19.84733748315145,19.08397029923171,0.7633671839197399,-6.1068646717886015,0.6538461714806567,1.25,1.6260146842582102,519770.0,0.8438347730727053,3,2025,1,True,1
2025-03-05,1.25,1.2799999713897705,1.2000000476837158,1.2699999809265137,111300,0.03252029368516429,1.6260146842582102,6.399993896484375,3.9999961853027344,2.3999977111816406,1.5999984741210938,0.875,1.25,-1.57480167140813,486480.0,0.2287863838184509,3,2025,2,True,1
2025-03-06,1.25,1.440000057220459,1.2200000286102295,1.350000023841858,276000,0.06299216072190883,-1.57480167140813,17.60000228881836,2.3999977111816406,15.200004577636719,8.000001907348633,0.5909089923890297,1.3700000047683716,1.4814800424667633,473530.0,0.5828564188119021,3,2025,3,True,1
2025-03-07,1.3700000047683716,1.3799999952316284,1.2599999904632568,1.3300000429153442,142700,-0.014814800424667651,1.4814800424667633,8.759124405160874,8.029198096514799,0.7299263086460758,-2.919705234584303,0.5833337472544612,1.3300000429153442,0.0,452715.0,0.3152093480445755,3,2025,4,True,1
2025-03-10,1.3300000429153442,1.3380000591278076,1.2400000095367432,1.2699999809265137,145300,-0.04511282710736697,0.0,7.368424543524789,6.766919584552951,0.6015049589718388,-4.511282710736697,0.3061220021311691,1.2799999713897705,0.787400835704065,444755.0,0.32669672066643435,3,2025,0,True,2
2025-03-11,1.2799999713897705,1.350000023841858,1.25,1.2999999523162842,219700,0.023622025071121877,0.787400835704065,7.812502037268178,2.343747817212667,5.46875422005551,1.5624985448084445,0.49999940395369435,1.2799999713897705,-1.5384601277006635,425285.0,0.51659475410607,3,2025,1,True,2
2025-03-12,1.2799999713897705,1.2999999523162842,1.2300000190734863,1.2599999904632568,174500,-0.030769202554013275,-1.5384601277006635,5.468744906829556,3.9062463620211116,1.5624985448084445,-1.5624985448084445,0.42857142857142855,1.2799999713897705,1.5873000855468575,370650.0,0.4707945501146634,3,2025,2,True,2
2025-03-13,1.2799999713897705,1.350000023841858,1.1699999570846558,1.190000057220459,154400,-0.05555550299414003,1.5873000855468575,14.062505529727911,8.593751309672399,5.46875422005551,-7.031243451638002,0.1111116262127885,1.2000000476837158,0.8403352926397583,349210.0,0.4421408321640274,3,2025,3,True,2
2025-03-14,1.2000000476837158,1.2899999618530273,1.2000000476837158,1.2549999952316284,145000,0.05462179402158429,0.8403352926397583,7.4999925494197,0.0,7.4999925494197,4.583328780200927,0.6111111111111112,1.2699999809265137,1.1952179881974254,340170.0,0.42625745950554134,3,2025,4,True,2
2025-03-17,1.2699999809265137,1.5099999904632568,1.25,1.4500000476837158,552000,0.1553785284406295,1.1952179881974254,20.47244050142244,1.57480167140813,18.89763883001431,14.173233815789917,0.7692309808449005,1.4199999570846558,-2.0689716974136187,329805.0,1.6737162868968027,3,2025,0,True,3
2025-03-18,1.4199999570846558,1.440000057220459,1.3600000143051147,1.3899999856948853,121100,-0.04137935173497198,-2.0689716974136187,5.633806009374048,4.225348210765052,1.4084577986089954,-2.112674105382526,0.374999441206755,1.350000023841858,-2.8776951269557505,321850.0,0.3762622339599192,3,2025,1,True,3
2025-03-19,1.350000023841858,1.4500000476837158,1.350000023841858,1.3799999952316284,82600,-0.007194237817389371,-2.8776951269557505,7.407409042651405,0.0,7.407409042651405,2.222220063700145,0.2999996423722166,1.4199999570846558,2.898547970379774,307105.0,0.26896338385894075,3,2025,2,True,3
2025-03-20,1.4199999570846558,1.4500000476837158,1.3799999952316284,1.3899999856948853,147700,0.007246369925949514,2.898547970379774,4.9295813075798725,2.816898807176702,2.112682500403171,-2.112674105382526,0.14285689957306077,1.375,-1.0791356726084065,283140.0,0.5216500671046126,3,2025,3,True,3
2025-03-21,1.375,1.4600000381469727,1.309999942779541,1.3600000143051147,127500,-0.021582713452168112,-1.0791356726084065,10.90909784490412,4.727276888760653,6.181820956143466,-1.0909080505371094,0.33333359824269726,1.3700000047683716,0.7352934086817846,255095.0,0.4998137948607382,3,2025,4,True,3
2025-03-24,1.3700000047683716,1.4199999570846558,1.2899999618530273,1.350000023841858,151500,-0.007352934086817808,0.7352934086817846,9.48905071380695,5.839419170576572,3.6496315432303783,-1.4598526172921515,0.46153895530476774,1.350000023841858,0.0,241710.0,0.6267841628397667,3,2025,0,True,4
2025-03-25,1.350000023841858,1.4279999732971191,1.350000023841858,1.3799999952316284,79900,0.02222220063700142,0.0,5.777773931683894,0.0,5.777773931683894,2.222220063700145,0.3846152670519065,1.399999976158142,1.449273985189887,234175.0,0.3411978221415608,3,2025,1,True,4
2025-03-26,1.399999976158142,1.559999942779541,1.3630000352859497,1.4800000190734863,274000,0.0724637856430379,1.449273985189887,14.071422203462843,2.6428529644498306,11.428569239013012,5.714288876981205,0.593908826029996,1.4900000095367432,0.6756750225933819,239805.0,1.1425950251245804,3,2025,2,True,4
2025-03-27,1.4900000095367432,1.4900000095367432,1.340000033378601,1.3899999856948853,119200,-0.060810832580220575,0.6756750225933819,10.067112429400499,10.067112429400499,0.0,-6.711410953141468,0.33333306842375887,1.3700000047683716,-1.4388475634778752,196910.0,0.6053526992026814,3,2025,3,True,4
2025-03-28,1.3700000047683716,1.4199999570846558,1.3200000524520874,1.3600000143051147,180000,-0.021582713452168112,-1.4388475634778752,7.299263086460757,3.6496315432303783,3.6496315432303783,-0.7299263086460758,0.4,1.3700000047683716,0.7352934086817846,195455.0,0.920928090864905,3,2025,4,True,4
2025-03-31,1.3700000047683716,1.409999966621399,1.3300000429153442,1.3799999952316284,225400,0.014705868173635617,0.7352934086817846,5.839410469168606,2.919705234584303,2.919705234584303,0.7299263086460758,0.625,1.3600000143051147,-1.449273985189887,193420.0,1.165339675317961,3,2025,0,True,5
2026-03-02,1.0499999523162842,1.3600000143051147,0.9309999942779541,1.1200000047683716,438512600,1.666666761277217,149.99999645210437,40.85714661993965,11.333329851665036,29.523816768274614,6.666671964857554,0.44055944444583384,1.899999976158142,69.64285429186968,23670815.0,18.525454235521675,3,2026,0,True,1
2026-03-03,1.899999976158142,2.0999999046325684,1.5399999618530273,1.9500000476837158,306860200,0.7410714637336073,69.64285429186968,29.473681568769173,18.94736941171156,10.526312157057612,2.631582744894313,0.7321430852218783,1.7999999523162842,-7.692312394843655,38978435.0,7.872563380238329,3,2026,1,True,1
2026-03-04,1.7999999523162842,1.7999999523162842,0.7799999713897705,0.8489999771118164,118966300,-0.5646154069994558,-7.692312394843655,56.666667108182565,56.666667108182565,0.0,-52.83333335540913,0.06764706569834439,0.9950000047683716,17.19670572350633,44877610.0,2.650905429232974,3,2026,2,True,1
2026-03-05,0.9950000047683716,2.5,0.9950000047683716,1.590000033378601,399247800,0.8727916092383972,17.19670572350633,151.25628020293135,0.0,151.25628020293135,59.7989975636976,0.3953488574720264,2.0999999046325684,32.07546292752368,64715590.0,6.169267714317369,3,2026,3,True,1
2026-03-06,2.0999999046325684,2.4000000953674316,1.8200000524520874,1.9299999475479126,260926200,0.21383641951682453,32.07546292752368,27.619050916901127,13.333326899815829,14.285724017085302,-8.095236419279752,0.18965497751158025,2.259999990463257,17.098448284136648,77730150.0,3.3568210018892284,3,2026,4,True,1
2026-03-09,2.259999990463257,2.3299999237060547,1.600000023841858,1.7000000476837158,124520900,-0.11917093581086069,17.098448284136648,32.30088066126765,29.20353846931263,3.097342191955019,-24.77875863462954,0.13698635282067997,1.784999966621399,4.999995091382332,83892390.0,1.4842931522155942,3,2026,0,True,2
2026-03-10,1.784999966621399,1.7899999618530273,1.340000033378601,1.559999942779541,59944000,-0.08235300057486927,4.999995091382332,25.210080497994312,24.9299687150741,0.2801117829202136,-12.605043588193004,0.4888887652644208,1.5299999713897705,-1.9230751596258298,86864555.0,0.6900858468681501,3,2026,1,True,2
2026-03-11,1.5299999713897705,1.625,1.409999966621399,1.4800000190734863,33914600,-0.05128200425668883,-1.9230751596258298,14.052290026078007,7.84313771322296,6.209152312855047,-3.2679708007358252,0.3255815887657183,1.7000000476837158,14.864866606417648,88545115.0,0.3830205652790671,3,2026,2,True,2
2026-03-12,1.7000000476837158,1.8799999952316284,1.6299999952316284,1.7699999809265137,57428300,0.19594591764571323,14.864866606417648,14.705881940452297,4.117650028743462,10.588231911708835,4.11764301643251,0.559999942779541,1.600000023841858,-9.604517452913678,91384350.0,0.6284259832236044,3,2026,3,True,2
2026-03-13,1.600000023841858,1.6200000047683716,1.4700000286102295,1.5199999809265137,21642800,-0.14124293937513854,-9.604517452913678,9.374998370185518,8.124999580904847,1.2499987892806712,-5.000002607703171,0.33333306842375887,1.340000033378601,-11.842101960961466,92447900.0,0.2341080760082165,3,2026,4,True,2
2026-03-16,1.340000033378601,1.340000033378601,1.1399999856948853,1.159999966621399,23899500,-0.2368421176463945,-11.842101960961466,14.925376321032388,14.925376321032388,0.0,-13.432840468172232,0.09999988079073888,1.125,-3.0172385886647377,93615075.0,0.2552954211701481,3,2026,0,True,3
2026-03-17,1.125,1.156000018119812,1.0399999618530273,1.0499999523162842,14061800,-0.09482760126752365,-3.0172385886647377,10.311116112603083,7.55555894639757,2.755557166205512,-6.666670905219184,0.08620677252309422,1.25,19.04762445393628,94281600.0,0.14914681125479415,3,2026,1,True,3
2026-03-18,1.25,1.340000033378601,1.0,1.1100000143051147,50908700,0.05714291877487354,19.04762445393628,27.200002670288086,20.0,7.200002670288086,-11.19999885559082,0.32352942207692714,1.190000057220459,7.207210980571571,96670060.0,0.5266232378463405,3,2026,2,True,3
2026-03-19,1.190000057220459,1.190000057220459,0.9980000257492065,1.059999942779541,22620700,-0.045045108901980435,7.207210980571571,16.134455650339735,16.134455650339735,0.0,-10.92437883949061,0.32291618160290525,1.0499999523162842,-0.9433953776483021,97546685.0,0.23189614285713553,3,2026,3,True,3
2026-03-20,1.0499999523162842,1.0499999523162842,0.9330000281333923,1.0199999809265137,13491500,-0.03773581510593205,-0.9433953776483021,11.14285042821114,11.14285042821114,0.0,-2.857140262110586,0.7435898219653957,,,98015660.0,0.13764637201851215,3,2026,4,True,3
2026-03-23,,,,,13128023,0.0,,,,,,,,,98548881.15,0.1332133135029509,3,2026,0,True,4
